original_sha	first_rewrite_sha	remediation_sha	composition
9ccbb206c5770ab8cd8e30fce40a82ffc77524e2	57475893a4db814ee1361089ab76d7a6b3a2016e	1f88eaff911843bb482631929fe567843b4a3997	composed-original-first-remediation
9d78f581749aa5f36ad57f12f9913a264083c17c	1d595e0b91f1c52202d11012f24d602bacd88522	5ecf3fdc0567ed7831e289ed18e9b0b2ae155d52	direct-original-second-snapshot-github-managed-ref
9e6605b2bd00c22f9844d7d57b492199d1332bab	6f67ff3cd6df4a471d3a3dcf76b7169d07aeb790	233957232282af98978756aad21d65356b69c0d6	direct-original-second-snapshot-github-managed-ref
9e6fff120eb771ac2dffaecc578b97ddb868b674	86ca61446066101f0d30f5b8a92ed254fc8f68c6	1dfad5673d0c891f9edd0ea7bb1919b94d67b634	direct-original-second-snapshot-github-managed-ref
9f62de78a08e7f76cfa7c3074d18194f9f0d27b2	932983c89771aa21238daf7e0dd8c092b846c92b	15ae76c1613127fb45bbba16ec8280a7a3e808fe	direct-original-second-snapshot-github-managed-ref
a0452a84eafb8f1b594469eed4717642d70de187	4666a256bf3691e0038bdb809a9278215532ada7	f073f4860521ef524f09e6402b0ab0d16a008c87	direct-original-second-snapshot-github-managed-ref
a07e0714710b6d767bf2c22e6d1b665e960e8b33	8c735c12539e62a08c919cdc6dec49f1fd3b4065	62f3a594f5069139a01afd891b5dbbd36ebc351a	direct-original-second-snapshot-github-managed-ref
a0b0a6c17cd8fdf5c593e72cb6fe75bdb87eb00c	5a44e3e6763862feef40d1094211b82b22ed68ef	3f697dfc6172804baa89a2021a4124b1e46d8e67	direct-original-second-snapshot-github-managed-ref
a1c10715a771bdfa204c50102e47403c64a25c9d	7eff4b6df14fdf55f075ca6a8af5f27aad784612	b56d7f8e1bc202204b8a9d3175ce2f29a9898dba	direct-original-second-snapshot-github-managed-ref
a76f49f8dfd339c4430b81b4a76bb0893aca8262	d2c1d079b99d674456b3950b4ca0848101509cc9	358f99ebabfafcc8830774d0744734c37be8da93	direct-original-second-snapshot-github-managed-ref
a7cba10ae4823b15df52c4e650abc517ec0baca1	6bdd221b244e77b63998e4f0ad8377e448c941c6	56b6f49d2edcc07c1cfe93d2d181eff38e7076ea	direct-original-second-snapshot-github-managed-ref
abd73dfe983096635fdea68de529df5c3e9fa8ff	55a56e7e130c084174a36acd253b0b7d0fe278f3	3bd44a8269239e6b9eee967f0974ce5459f8df77	composed-original-first-remediation
ac3a41d6c70baa82ad97d18702ba5f8a76bea813	d4ef768778d687d5fe1c48548da3f9ef743606e9	86e3f0fcb394e122604b55ae2a4701e1d08cff3f	direct-original-second-snapshot-github-managed-ref
ac4b458249e87a6e8ffcbe907b98601a779d7408	5346ed6cf10e30d64929a72eff786fd75ac3832a	b32014664b2c732db668b8a9aa1131e485b8fb0e	direct-original-second-snapshot-github-managed-ref
ae492506f97972bf9730766dbd5d996879a7d151	89c055975f762538c13fac3b780934180a572927	36b99d512fc5fff41f38d9e3722d2f27681d22a8	composed-original-first-remediation
b0bc0b39be4153b60c70b00a950f247b7981bea5	ece127748746da05300bdf3ceb91b0b5c8b89584	24bca4c180432cbb5653b761305325277a4749f4	composed-original-first-remediation
b228590b6fc9cc1817f8acb131a398bc4a02e93f	e708f0680fe2721b3177cf4e9bdfd7d10f136562	87b9b90fd0dd1e23235bee22c6579dc700903c93	direct-original-second-snapshot-github-managed-ref
b26e2c7fe2783b9f1d5433d0b9e1ab89bc5f191d	83d08dd633d296ec4b87ea2aad96d4ec7e68e57a	560cb46630d98da1bbb1984d2284816eb951dc1a	direct-original-second-snapshot-github-managed-ref
b577d0a6ef4e21df998ba76fd17d53f419d7a0c5	9fb6c7a702ecdf5b05b3bdadbb3409556a25e0d0	b384eb18c7b44642de991f86a6567537d3d2e54c	direct-original-second-snapshot-github-managed-ref
b7a293d10507a71664d3ce96389de21cc30ce5b5	90dfb298796f9aeb274981bca3b5737282c6648c	f5ab4e16b200d2481f46b404eb6575283e5f0b3b	direct-original-second-snapshot-github-managed-ref
b939c09420ece53b7a2c83693bed17d865153f56	944fe10617c2c042b50ca618e645dc44ccd992d2	2a25352bcd4a35209d347ca6806f77d6e2d741af	direct-original-second-snapshot-github-managed-ref
b9fcf80763253593f1b183c69abf9b21b8b04968	3276afcccb08fcf55d687c330780b8b8dba0236a	8e7e6dc44bd3d6d3232e26eb69c7bf2189e8fd25	direct-original-second-snapshot-github-managed-ref
ba8766204dcaf37bae3624756681ae7ab8288186	532a9c4da7101c15b3bb294e7b24c6e717c1069b	2762256f0a2c8f2011c27f09d1ee12d8fb3a538b	direct-original-second-snapshot-github-managed-ref
bb6f457a2f8cecc1f5d216ebb725863a758e438e	950f114e16f576e97cb2d7de9c2eb727739df6c5	6e3dceb377950c78678198aa64653d9346ab2d91	direct-original-second-snapshot-github-managed-ref
bbd3b2bd2305ec1c686b75137e5c96f9fc54ce54	19ec63b93fb12b4eb8336aeddd8ae409ba4a78e3	6a5bc348055caac627964c514ce212d289633475	composed-original-first-remediation
bc11d8c17d6c009912d73408232b361b2b85bce6	da21abcbc8433dc88520a6b42f4ce66d8c697546	38b567d023d7efbef87ac2dd5bd553acc1ed88f6	composed-original-first-remediation
bed072333d36d235402b6f92c1dd3191230bd5ea	c5ff64c4f6e0bb6063fcd0925d930b3a78703041	31d4a81866d3ed036348621aaa65eae782865b65	direct-original-second-snapshot-github-managed-ref
c117c5da6129af11ff5e7af178b6d0889954ae0b	57a4804aca32f25e43ad8310169b1606494734d6	dd86b269f3be6a63296fe030bbb43ad49c96ac91	composed-original-first-remediation
c21194d485669ce32bfca1a814074c4074e2b9bc	4fed7ae88b63b0520235f136a099405efeb956f1	f1b0221566adfae68fcdd5efabd90e38f7e2328f	composed-original-first-remediation
c2dc76d4d26c14db51777232d09e0e2e8cfafe77	2024367e9b16b9fa1ea9f7bb2fb6cfc884526685	71756c929d3ea5a64fbac31ced1c4e22b0fd73f7	direct-original-second-snapshot-github-managed-ref
c3903140ef9efc2a83d43671d3afb9e1b01a2876	1bf86c02fcacb5655cac45a02c5307970e7d62a5	909324ef9366b05301cf7090dc8b4da0c4303669	direct-original-second-snapshot-github-managed-ref
c3b3d246a690ffcff555f0e51285034d9e5e764a	d6a931c6ad1b44f1a658dd96af61126c97f33cc7	5eb9eec69f61faee0ba19b6083b7eda140354f23	composed-original-first-remediation
c5e54a9e06641f56fd31c5b84f7acd97c5e4f33c	8a10f523fcd0dd7cd2c9cb865b0da40545e43af9	9ba063a97798cf40b2a2de60a27b38c85c32383e	direct-original-second-snapshot-github-managed-ref
c6125357c2027d73651deaded28af319d7967e91	6a4a0d38fdf1d919eda85e6c8edde2bb3fb4e3b7	8dd0252d9e0d3e223dd9efbbd798b3e389a91abe	direct-original-second-snapshot-github-managed-ref
c6cb964bed061d72850549b25c7a176e13fa1450	213a16122ffeaaaf4717c9c3e3b0ea46f35a7e43	686898dd870a357011490a6f3cd3ecf17147e7df	direct-original-second-snapshot-github-managed-ref
ca81623f6317a865f956fbd4f673941a48252a35	4927ad960817d00bc6ad1f4016ae8d49cc888e43	cdadf20cb98d45c01001d2eed77e830c93b045e3	direct-original-second-snapshot-github-managed-ref
ccdc41b4cd80edee044019fc451d0e2ddbfd9fd7	088f22614b32794e6bcf653f1c5ea51c67af9bb1	aa6ee38f2d61fc570e9c91ec1ef28b6b45f2fa0c	direct-original-second-snapshot-github-managed-ref
cd2f35fe9b758a8bc02ffb633574b5193494efec	ae437eb2bc21ccd51c1dc213a0d8e8899ba43d71	b76afc2b9eb11522b8e17b29d5536b52647ff730	direct-original-second-snapshot-github-managed-ref
ce253146d0002d740c9bee47e8ac79d5cc2cac0f	7138129c1a3e89957d937b2e3a76f1ea97a28727	c2c6b795fd321d328dfcc8708a51d16572b29c7b	direct-original-second-snapshot-github-managed-ref
d05bb0902b125465b77bfd570ae06d7905eabdde	69874f0fdf90172ac964cd76eb04e26792670dda	a13392f312c079dc7ecf0e3b32a53700a72a12a0	composed-original-first-remediation
d13d76e9361c888e0189450e7a489891def36cb1	b1d23584cffa7ec0ae186200c0905b3c2aa649a7	1e138647b163021cd34720498d4665bb04295a81	composed-original-first-remediation
d17a8b2fe7fd497882969510fea6fdae4923bae4	f0e0dc00c757e89c646d0287695dd542546cc91c	f7987e1cd65ddc99ab5e0670ce0b485e26ee4373	direct-original-second-snapshot-github-managed-ref
d321d19b5263ea74abb3d9ff5e9ee31868543088	c09b02540a0ee2b1801f0768db89719301b591cb	e723fb325a18a7fdcac19aba18a9eb7137168a28	direct-original-second-snapshot-github-managed-ref
d48ae392c37e05a79914ac6e6d0373ef77490ac3	159d41bc68fc8f2af807f529735e70a0fa0b6037	549ec8e575b5efd20184b8536443ee28b8c459ee	direct-original-second-snapshot-github-managed-ref
d66a357bc5824707bcc0a3bb69d31c7fb3a939f6	9de967344f035e48833d48759d20984d7f0009b7	940b4740c7b996b4b32949025ae600a4c511540a	composed-original-first-remediation
d78cf45c63ad4c375bbc592c94830496bdb09534	083f3a51fb3509e5e45909785dd87e762c41f4a3	ff6e88b6d73f8449fb3b6a5dce2291ad1db1e4b7	direct-original-second-snapshot-github-managed-ref
d79fa3637632eb60cafa41c1fcf41d653ee58e2f	fa1320d40c051fa8729353a09957d2323fc7c174	e2e8482c30d7747a65b1ad70dbc9060f7ba44736	direct-original-second-snapshot-github-managed-ref
d7ddff8b07520a2b21b330cc471485e68c54be10	c5cdb514d2ad77c2392b2d4ab745490e994257de	d6bb463641975938170c366e31559807ced1676f	composed-original-first-remediation
d83cf856f87ea82813ddd19a3739a6f153e0e504	dadccb51181ed624b2fdae86476979e8b21c5fc0	b10af49f8f54ed4f82e3b15a43bc9afcebc6215c	direct-original-second-snapshot-github-managed-ref
d90db21d528c3c664faf065f65ab97de84c6efad	3a4d41363eda3904a8532c9bac4db666ee6c15c4	e30f11bb26cb1ca36fbe8b6e9105e9e281cb03a6	direct-original-second-snapshot-github-managed-ref
da1469877abdd65cd227a0f6e79ea3426c6783a2	c8212e8e3e78c6034d61c9cd2ef1278ff9416353	a1529507990843af6fe5cc78fe1f275883f50fae	composed-original-first-remediation
dc0a20417733e04534c07c9849df2957750a748a	fd6b0433b5917fcad6c5369741411c932fa4f50a	a954e31963c4a2232a21c8f8bcb7bb49a521d6f9	composed-original-first-remediation
dc7377c3da0448bc7361e93e9a75ccbeb1d2b547	6210aeec8081f8f65130f3a394cdfc2576fc5e89	71719880532a2537c0f40a4f4498009e3265cf83	direct-original-second-snapshot-github-managed-ref
dd9b1327d5b858d1a23a568b876ba46c15815eef	484635709aef1d5f3a68b8af6ee0781e96c503a5	9eaac61c6ade16e8b93e4ae698bfbb618ea900fe	direct-original-second-snapshot-github-managed-ref
de7a140b882c737820b2ff1d332198544717bc9a	9d0067826b84da52e1ca31ab0e340170dee0c31f	11dfeeaf657256cd6e1bbccc1c76fbbf077a9522	direct-original-second-snapshot-github-managed-ref
dec644aef3bf74c26a92a11e587c2aebf661371f	5f4fe739b035cf3703e872ca93e3a469b37194df	21d15dabdc92e8295d784265a616230eab55175d	direct-original-second-snapshot-github-managed-ref
dee95f35741a28a4dd7fa640f927f8304d9b53de	172d8e40c4e45bae72da1b504fc83b34e13202f1	24d3eab3a9aed359011f60e3ecca2e47e2a3078c	composed-original-first-remediation
dfcf6eadc4707bed1fbf9e75496e3e4fc7f33fa9	c29744f96b7a62b03fd20edf29dd4c89957b56d5	fd7d8daaa8585de05afb7fd0fd8561cf2622b820	direct-original-second-snapshot-github-managed-ref
e059f8890ac7be82677521e7c0f6e549469b9b9f	8dc4057158bae1f856078b21b35a2dac13ab2186	f272ab6c8bdfdf7ad1420e00b95b4d1b4ab35b45	composed-original-first-remediation
e268dc5d4579f59353bb77f150fbd12c43c661e3	d04fb4421960551c61909a4deab952227c2e2e22	9af53beee7b8c9452a9452a614092e56e5f4f31e	composed-original-first-remediation
e2f10b359b7af7ab1caf4a102cd09d7703db5be6	0e80aee5270765819978830b90ca4f5ab9ba85c0	5101837b0dff3fc86f42c8bbddfedaa34fe6a116	composed-original-first-remediation
e37ea4575876a14ac72d049917430fa861e08eee	b4880bbe7e4e21364dc4b443bd6d8992047331de	99ef3a1154cdf69fef989adbae00ec33243d7824	direct-original-second-snapshot-github-managed-ref
e7e5a91810f36aaefbe150dcae38d676558e6ced	260a1a44fa5d52649042634bd5721c3008375b70	714aa5a7fda95eff1d25aa1b22e78f172dbba986	direct-original-second-snapshot-github-managed-ref
e8a119790e9bb3c02a0e92c72d4c35e9a8ba5617	a0f800f263b456d2be8cf3463379f228f5ef496c	998f89dc8468dd6cc3712caa4d90ce53b8c8df28	direct-original-second-snapshot-github-managed-ref
ea890ea02d2ad79e56007e21039647ab5ae58460	ec4923fef51018580ef066d261dac18b3cc29ee8	bb3f9fd89636ae5b2485d50b906bcbb06f6601fc	direct-original-second-snapshot-github-managed-ref
eab683566a6abccaca83cfdb224c290bb2397ade	940c4a58216e327069845ddf6b626cd08606b43a	a36f75600fa3fa42271dcf5b3d1ae329aa07d814	composed-original-first-remediation
eb2820ff4aefb6f8e9678d590ec1276beef15281	3f48598ff6d246b43363fc8c2e39605d78884b90	5684ecda31505c18a98ad9bbe2a28729b32ee2d3	composed-original-first-remediation
eb4ba5026251133fef64d9a507c1bfbe17c5ac26	a3bd5152ef1aa9d1c946837c141e6d168f1fb6c7	b9e020129d2cdea4a14a4f57d804ec47191e82f2	direct-original-second-snapshot-github-managed-ref
ed81a6d3b7a3de24e942f61064a720e33f025c6e	8dc3e9276be11a8de7b9cff21f6748d273ae7685	e67b0c420f6f7c552e12fa92f88416d3fef74773	direct-original-second-snapshot-github-managed-ref
ef69518536656b1b30da3184a225f63906cf0778	22eeb478883ee7b721f50426e26d8eabbf00b6da	e6e05fc769ea6c25ddefde966289c96800fbc641	direct-original-second-snapshot-github-managed-ref
efa089325b76cc3b383a95baa3cdd56eae49bd35	141e2456c8d7176bb39d3a0d1daa70dab4c86d53	f44b6a2c53147579acccbd360bbeb644dcd87af0	direct-original-second-snapshot-github-managed-ref
efb61b5857ef073c33582bbf0bb049c7ab6c39cd	efb61b5857ef073c33582bbf0bb049c7ab6c39cd	5251e48faf39f8d3ffb9ec4017c354e5efa5965f	composed-original-first-remediation
f02b4218d2ab32adfab1757db54cfc77754054de	d89b48f7c18244b75e3b067f193571a040295722	408fe169893749236e322787bc06d23ff77596a5	composed-original-first-remediation
f25d8f6639f3e199b94ee3a5a8cfc6d0b9ed696d	2ca5164350d9749620898cf5d5251dbf3a38f215	b02f90962070e302402f5cef0bce7ce051450692	direct-original-second-snapshot-github-managed-ref
f269aaf5fcbfc7454c327a6ea89f3bb113a2a90d	6eb641385658610826260b13e9f314b8400c54d3	fa1b1315eb948fce9141023880cf0b2b29012993	composed-original-first-remediation
f3f1fe5bddc54422231be7993075f52b157d13b5	f12b47025408599dac28eb6bc736c2aed837fe6a	3c95edc6c1d546658a88d0c09426f45fb775da11	direct-original-second-snapshot-github-managed-ref
f567f69471c7f4f780b1d364f0e578235ea1ea8d	a831afd3644460aae87066622de6f3ebf28317dc	9fdf8e76be8b4bf6ae7fa6bf7d913b4e2cfda1e2	direct-original-second-snapshot-github-managed-ref
f708d304586c703597ee81454a5807b1844fdebc	53ca185cdb555143b2702762dceabd40a23623dd	4d360c080722ec06bdbb1adbc1603a3750a77ff3	composed-original-first-remediation
f709c560712977fa9dafec6d41b6d81011c1ae33	66152a3a66fe05c9ee86fb84a236f8bd21139141	9e4a92a83ac1891649d038c599628d74c6201f3d	composed-original-first-remediation
f70b0f87cc1c4515fe02b852902565429faf18e6	e0847455eece17fea0cead52e406f1f15ea947f2	aa4ddb6ee89394ec8344ea9790250533aa65970c	direct-original-second-snapshot-github-managed-ref
f7fc64ff66ee7739466c6821a965db68fee1aad9	6189798fd0d86c6c3c2764b96d30d599bc93b43c	76db82a167c3d750a0ffefdda163395aa6fd3020	direct-original-second-snapshot-github-managed-ref
f8a05c702b2b6348850cef6f0ee052964d2b3be4	0be62e3944e49f1d689a574fcf312e36018f4b23	92ba65e4142f805f93555ca82a1513c2cdafeaa7	composed-original-first-remediation
ffd83165060c2aa49887b177f215ab3840bd9475	3ac7d2fc43da9001502859e96604114c2c24ed1b	f4a28ca0af2d0a961bd8e5290787dee3a9561f78	direct-original-second-snapshot-github-managed-ref
